id,address,lat,lng
363,"222 Mohawk Ave, Scotia, NY 12302 USA",42.82735,-73.9656
364,"701 E Hillsboro St, El Dorado, AR 71730 USA",33.20689,-92.6566
365,"1105 N State St, Gladwin, MI 48624 USA",43.9896,-84.4862
366,"143 Northshore Blvd, Slidell, LA 70460 USA",30.30591,-89.8283
367,"444 Kele St, Kahului, HI 96732 USA",20.88653,-156.453
368,"520 Taunton Ave, East Providence, RI 02914 USA",41.82183,-71.3594
369,"1536 FM 359 Rd, Richmond, TX 77406 USA",29.61674,-95.7428
370,"414 E Broadway St, Fritch, TX 79036 USA",35.64361,-101.588
371,"1601 W Burlington Ave, Fairfield, IA 52556 USA",41.00678,-91.9818
372,"8641 N 300 W, Lake Village, IN 46349 USA",41.12498,-87.4497
373,"63 Main Rd N, Hampden, ME 04444 USA",44.74417,-68.8371
374,"602 N Baldwin Ave, Marion, IN 46952 USA",40.56563,-85.6756
375,"14344 Main St, Orrville, AL 36767 USA",32.30777,-87.242
376,"401 W Evergreen Ave, Palmer, AK 99645 USA",61.59941,-149.114
377,"559 W Main St, Lebanon, OH 45036 USA",39.43385,-84.2189
378,"1301 W Hunter St, Logan, OH 43138 USA",39.54315,-82.4264
379,"1872 E State St, Salem, OH 44460 USA",40.90139,-80.8345
380,"1991 Western Ave, Albany, NY 12203 USA",42.69636,-73.8824
381,"2912 Houston Hwy, Victoria, TX 77901 USA",28.8129,-96.9736
382,"6205 Coliseum Blvd, Alexandria, LA 71303 USA",31.29463,-92.5137
383,"2900 W Deyoung St, Marion, IL 62959 USA",37.7454,-88.9753
384,"22111 State Highway 59 S, Robertsdale, AL 36567 USA",30.54719,-87.7088
385,"209 State Route 708, Russells Point, OH 43348 USA",40.46898,-83.8911
386,"540 S Main St, Lapeer, MI 48446 USA",43.0444,-83.3235
387,"62 Westbank Expy, Gretna, LA 70053 USA",29.913,-90.0474
388,"8140 Main St, Birch Run, MI 48415 USA",43.24985,-83.7917
389,"W160S6471 Commerce Dr, Muskego, WI 53150 USA",42.92673,-88.1175
390,"603 N Church St, Atkins, AR 72823 USA",35.24768,-92.9381
391,"2450 Highway 61 N, Vicksburg, MS 39183 USA",32.37983,-90.8264
392,"24249 W 281, San Benito, TX 78586 USA",26.02744,-97.6342
393,"1221 W Main St, Woodville, OH 43469 USA",41.45588,-83.3781
394,"600 Ashland Ter, Chattanooga, TN 37415 USA",35.11735,-85.2792
395,"600 Ashland Ter, Red Bank, TN 37415 USA",35.11735,-85.2792
396,"103 Log Cabin Rd NE, Milledgeville, GA 31061 USA",33.14892,-83.2726
397,"499 E Veterans Memorial Pkwy, Warrenton, MO 63383 USA",38.82016,-91.1444
398,"19408 US Highway 84/285, Hernandez, NM 87537 USA",36.0517,-106.113
399,"2586 State Hwy Rte 6, Wellfleet, MA 02667 USA",41.83204,-69.9739
400,"1020 Cut Off Rd, Coushatta, LA 71019 USA",32.02199,-93.3377
401,"10477 S Norris Rd, Delton, MI 49046 USA",42.50107,-85.4548
402,"5908 Highway 58, Ringwood, OK 73768 USA",36.39203,-98.2471
403,"103 E Pleasant St, Cynthiana, KY 41031 USA",38.39019,-84.2966
404,"1735 State Highway 205, Oneonta, NY 13820 USA",42.54,-75.0742
405,"7976 State Highway 59, Foley, AL 36535 USA",30.34044,-87.6805
406,"8920 S Highway 95, Mohave Valley, AZ 86440 USA",35.00774,-114.598
407,"1901 E State Road 240, Greencastle, IN 46135 USA",39.64758,-86.814
408,"946 Creswell Ln, Opelousas, LA 70570 USA",30.5196,-92.0745
409,"2400 Shirley Dr, Jackson, MI 49202 USA",42.27697,-84.4298
410,"101 E Broadway St, Eden, TX 76837 USA",31.21585,-99.8423
411,"511 N Glenwood Ave, Dalton, GA 30721 USA",34.77881,-84.9653
412,"15386 State Highway 85, Big Wells, TX 78830 USA",28.5729,-99.6137
413,"1928 Lake Lowndes Rd, Columbus, MS 39702 USA",33.44016,-88.3265
414,"268 N Broad St, Winder, GA 30680 USA",34.00275,-83.708
415,"1912 Harper Rd, Beckley, WV 25801 USA",37.79071,-81.2107
416,"709 W Hokah St, Minong, WI 54859 USA",46.09933,-91.8312
417,"657 River Road, Fayette, MS 39069 USA",31.71467,-91.0714
418,"2132 Old Snow Hill Rd, Pocomoke City, MD 21851 USA",38.07269,-75.5541
419,"120 W Main St, Albion, IL 62806 USA",38.3774,-88.0608
420,"1431 Manheim Pike, Lancaster, PA 17601 USA",40.07089,-76.3319
421,"9531 N Owasso Expy, Owasso, OK 74055 USA",36.29214,-95.8336
422,"5659 Brainerd Rd, Chattanooga, TN 37411 USA",35.01189,-85.2154
423,"1983 Highway 82 E, Greenville, MS 38703 USA",33.39939,-91.027
424,"2119 State St, New Albany, IN 47150 USA",38.30351,-85.8389
425,"1610 Falls Blvd N, Wynne, AR 72396 USA",35.23768,-90.7831
426,"14293 S Custer Rd, Dundee, MI 48131 USA",41.95157,-83.6431
427,"17942 177, Adams Center, NY 13606 USA",43.8665,-76.0137
428,"410 Main St, Winthrop, ME 04364 USA",44.30764,-69.9581
429,"1021 Main St, Waynoka, OK 73860 USA",36.57908,-98.88
430,"112 The Vitamin Shoppe Way, Ashland, VA 23005 USA",37.78668,-77.462
431,"28513 US Highway 29, Andalusia, AL 36421 USA",31.39823,-86.4784
432,"336 Lang Rd, Beaverton, MI 48612 USA",43.88752,-84.4906
433,"2540 E Oak St, Jena, LA 71342 USA",31.68282,-92.1286
434,"40 Amherst Blvd, Nashua, IA 50658 USA",42.95538,-92.5477
435,"12556 Orby Cantrell Hwy, Pound, VA 24279 USA",37.15599,-82.6288
436,"7319 Route 20 South Rd, French Creek, WV 26218 USA",38.88566,-80.2973
437,"5359 W Broadway Ave, Minneapolis, MN 55428 USA",45.05033,-93.3611
438,"5359 W Broadway Ave, Crystal, MN 55428 USA",45.0503,-93.361
439,"201 E Tilden St, Humansville, MO 65674 USA",37.79435,-93.5775
440,"303 Whitecrest Dr, Maryville, TN 37801 USA",35.75811,-83.9921
441,"278 Cowesett Ave, West Warwick, RI 02893 USA",41.68511,-71.5062
442,"21 Duson Ave, Iota, LA 70543 USA",30.33217,-92.4954
443,"1625 Highway 51 S, Covington, TN 38019 USA",35.50868,-89.7125
444,"117 Water St, Boyne City, MI 49712 USA",45.21388,-85.0139
445,"8565 US Highway 411 N, Centre, AL 35960 USA",34.10677,-85.553
446,"15 W Main St, Marsing, ID 83639 USA",43.54657,-116.804
447,"904 Ravenwood Dr, Selma, AL 36701 USA",32.42411,-87.0414
448,"12951 Highway M, Stark City, MO 64866 USA",36.8774,-94.1914
449,"801 S Eisenhower Blvd, Middletown, PA 17057 USA",40.21743,-76.7912
450,"332 N Highway 26, Lake Arthur, LA 70549 USA",30.08853,-92.6722
451,"416 S State St, Clarksdale, MS 38614 USA",34.19114,-90.5732
452,"997 E Main St, Jackson, OH 45640 USA",39.03505,-82.6266
453,"746 Monroe St, Zanesville, OH 43701 USA",39.94742,-82.0002
454,"39463 S Old 59, Howe, OK 74940 USA",34.95036,-94.6286
455,"1695 Highway 59, Mandeville, LA 70448 USA",30.37315,-90.0543
456,"442 E 300 S, Kanab, UT 84741 USA",37.04254,-112.519
457,"140 S. Love Street, Oakwood, TX 75855 USA",31.58419,-95.8497
458,"4172 Highway 42, Bassfield, MS 39421 USA",31.49672,-89.7468
459,"1028 W Spring St, Titusville, PA 16354 USA",41.63315,-79.6943
460,"74 Iyannough Rd, Hyannis, MA 02601 USA",41.65913,-70.2728
461,"3200 Louisville Ave, Monroe, LA 71201 USA",32.52186,-92.084
462,"2210 Boiling Springs Rd, Boiling Springs, SC 29316 USA",35.02412,-81.9632
463,"1831 S 3rd St, Terre Haute, IN 47802 USA",39.44636,-87.4143
464,"12144 S Highway 169, Oologah, OK 74053 USA",36.43586,-95.7098
465,"73 N Broadway St, Ashford, AL 36312 USA",31.1773,-85.2386
466,"1207 Kentucky Ave SE, Norton, VA 24273 USA",36.94135,-82.5959
467,"607 Redbud Hwy, Rosedale, VA 24280 USA",36.966,-81.9381
468,"10114 N 2nd St, Machesney Park, IL 61115 USA",42.3676,-89.0359
469,"10785 Lincoln Trl, Fairview Heights, IL 62208 USA",38.59476,-89.9914
470,"2400 S Mentzer St, Mitchell, SD 57301 USA",43.68522,-98.0121
471,"111 Emergency Dr, Livingston, TX 77351 USA",30.71102,-94.933
472,"1050 Paseo del Pueblo Sur, Taos, NM 87571 USA",36.38288,-105.588
473,"1826 US Highway 190 W, Livingston, TX 77351 USA",30.71895,-94.961
474,"2300 N 14th St, Ponca City, OK 74601 USA",36.73184,-97.068
475,"400 Prairie Bluff Dr, Waukee, IA 50263 USA",41.56518,-93.8802
476,"180 W Main St, Uniontown, PA 15401 USA",39.90154,-79.7317
477,"4201 Harbor Town Ln, Manitowoc, WI 54220 USA",44.07546,-87.7016
478,"2328 Lakeland Dr, Flowood, MS 39232 USA",32.32884,-90.1217
479,"212 King St, Boscawen, NH 03303 USA",43.31581,-71.6209
480,"804 N Main St, Cotulla, TX 78014 USA",28.44572,-99.2359
481,"5575 Highway 397, Louisville, MS 39339 USA",32.9832,-88.9167
482,"550 S Interstate 35, Pearsall, TX 78061 USA",28.89134,-99.1016
483,"219 State Route 54 E, Fordsville, KY 42343 USA",37.6346,-86.7106
484,"2935 E Frank Phillips Blvd, Bartlesville, OK 74006 USA",36.75012,-95.9458
485,"101 S Broadview St, Greenbrier, AR 72058 USA",35.2224,-92.389
486,"2510 Gilstrap Ct, Glenwood Springs, CO 81601 USA",39.5598,-107.362
487,"1100 W Front St, Blossom, TX 75416 USA",33.66096,-95.3977
488,"2706 Military Rd, Niagara Falls, NY 14304 USA",43.10762,-78.9861
489,"11497 James Madison Hwy, Zion Crossroads, VA 22942 USA",37.97329,-78.2162
490,"1551 Gulf Shores Pkwy, Gulf Shores, AL 36542 USA",30.26662,-87.689
491,"132 S Main St, Rushville, IN 46173 USA",39.60659,-85.4446
492,"199 E Main St, Zavalla, TX 75980 USA",31.1588,-94.4249
493,"23100 Broadway Ave, Oakwood Village, OH 44146 USA",41.36819,-81.5117
494,"1309 Mount Vernon Ave, Marion, OH 43302 USA",40.58068,-83.0947
495,"2210 Nailling Dr, Union City, TN 38261 USA",36.4354,-89.0217
496,"105 W Veterans Meml Dr, Kaplan, LA 70548 USA",29.99817,-92.2855
497,"1420 Washington St, Auburn, KS 66402 USA",38.91306,-95.8175
498,"2400 10th St, Great Bend, KS 67530 USA",38.36188,-98.771
499,"1410 N High St, Hillsboro, OH 45133 USA",39.22252,-83.6082
500,"401 Elm St, New Roads, LA 70760 USA",30.69812,-91.4356
501,"600 W Main St, Sedan, KS 67361 USA",37.1275,-96.193
502,"67633 M 152, Dowagiac, MI 49047 USA",42.08531,-86.2016
503,"8444 Seneca Trl S, Ronceverte, WV 24970 USA",37.76503,-80.4646
504,"3011 Aukele St, Lihue, HI 96766 USA",21.96663,-159.357
505,"1402 E Austin Blvd, Nevada, MO 64772 USA",37.83619,-94.3386
506,"614 S 1st St Apt 618, Uvalda, GA 30473 USA",32.03574,-82.5082
507,"535 Union Ave, Laconia, NH 03246 USA",43.54094,-71.4654
508,"1414 E Main St, Robinson, IL 62454 USA",39.00651,-87.7217
509,"5684 Highway 9, Center Ridge, AR 72027 USA",35.36707,-92.5641
510,"1001 E Broadway Ave, Bloomfield, NM 87413 USA",36.71073,-107.965
511,"120 Corporate Dr, Beaver Dam, WI 53916 USA",43.47156,-88.8142
512,"215 E Vienna St, Anna, IL 62906 USA",37.459,-89.2399
513,"225 W Shawnee St, Muskogee, OK 74401 USA",35.76925,-95.362
514,"8130 Rushing Rd E, Denham Springs, LA 70726 USA",30.45693,-90.9539
515,"1041 Cannon Bridge Rd, Cordova, SC 29039 USA",33.4463,-80.8854
516,"153 Oneawa St, Kailua, HI 96734 USA",21.39665,-157.746
517,"5829 S Main St, Roswell, NM 88203 USA",33.32491,-104.522
518,"200 E Sandusky Ave, Bellefontaine, OH 43311 USA",40.36209,-83.7573
519,"100 E FM 495, San Juan, TX 78589 USA",26.20727,-98.152
520,"1661 Neeses Hwy, Orangeburg, SC 29115 USA",33.50492,-80.9549
521,"240 Sandusky St, Monroeville, OH 44847 USA",41.24961,-82.7033
522,"12197 Richmond Hwy, Concord, VA 24538 USA",37.35074,-78.9872
523,"2310 N Frontage Rd, Breaux Bridge, LA 70517 USA",30.27353,-91.8993
524,"2342 Holton Rd, Muskegon, MI 49445 USA",43.29716,-86.1987
525,"2910 S Business Dr, Sheboygan, WI 53081 USA",43.72377,-87.7363
526,"8005 Davison Rd, Davison, MI 48423 USA",43.03455,-83.5559
527,"1330 W Joe Harvey Blvd, Hobbs, NM 88240 USA",32.74073,-103.152
528,"7369 Peppers Ferry Blvd, Fairlawn, VA 24141 USA",37.15062,-80.5825
529,"2674 Dr. J.T. Moore Street South, Orrville, AL 36767 USA",32.30693,-87.2417
530,"6171 Enterprise Park Dr, Chattanooga, TN 37416 USA",35.07097,-85.1823
531,"4900 Brainerd Rd, Chattanooga, TN 37411 USA",35.01233,-85.228
532,"522 Veterans Memorial Dr, Abbeville, LA 70510 USA",29.98196,-92.1284
533,"204 N Norwood St, Wallace, NC 28466 USA",34.73721,-77.9932
534,"2740 N West Ave, El Dorado, AR 71730 USA",33.2422,-92.666
535,"Pr 2 Km 225.7, Ponce, PR 00730 USA",18.43383,-66.6135
536,"11740 Crossett Rd, Bastrop, LA 71220 USA",32.83256,-91.8767
537,"414 N 21st St, Grove, OK 74344 USA",36.60157,-94.7883
538,"55 Samuels Rd, Coxs Creek, KY 40013 USA",37.89826,-85.474
539,"77 Delaware Ave, Cohoes, NY 12047 USA",42.77219,-73.6852
540,"775 Portland Rd, Saco, ME 04072 USA",43.52855,-70.4265
541,"520 E Pinconning Rd, Pinconning, MI 48650 USA",43.85329,-84.0248
542,"1100 N San Antonio Ave, Douglas, AZ 85607 USA",31.34627,-109.533
543,"185 Old Winnfield Rd, Jonesboro, LA 71251 USA",32.22818,-92.7088
544,"2256 Alta Dr, Alderson, WV 24910 USA",37.72969,-80.631
545,"2301 W Highway 390, Lynn Haven, FL 32444 USA",30.23321,-85.6281
546,"401 George Washington Hwy, Charlotte Court House, VA 23923 USA",37.05692,-78.6305
547,"6220 N La Homa Rd, Mission, TX 78574 USA",26.29173,-98.3519
548,"6360 Glasgow Rd, Burkesville, KY 42717 USA",36.81951,-85.46
549,"908 S High St, San Saba, TX 76877 USA",31.18921,-98.7188
550,"16085 Porterfield Hwy, Abingdon, VA 24210 USA",36.71927,-82.009
551,"795 Ritter Dr, Glen Morgan, WV 25813 USA",37.74979,-81.138
552,"214 High St, Wadsworth, OH 44281 USA",41.02858,-81.7303
553,"1126 E 12th Ave, Emporia, KS 66801 USA",38.41262,-96.1648
554,"5321 Dale Dr, Marion, MS 39342 USA",32.41643,-88.6548
555,"11048 FM 751, Quinlan, TX 75474 USA",32.85713,-96.0652
556,"199 Memorial Blvd, Picayune, MS 39466 USA",30.51724,-89.6802
557,"600 S Washington St, Chillicothe, MO 64601 USA",39.79358,-93.554
558,"417 S Main St, Sparta, NC 28675 USA",36.50134,-81.1155
559,"561 Peavine Rd, Crossville, TN 38571 USA",35.9645,-84.9819
560,"110 Mount Auburn Ave, Auburn, ME 04210 USA",44.12095,-70.2383
561,"1305 Mission 66, Vicksburg, MS 39180 USA",32.34703,-90.864
562,"4257 Cloud Springs Rd, Ringgold, GA 30736 USA",34.96566,-85.1942
563,"910 W Pine St, Eagle River, WI 54521 USA",45.91283,-89.2402
564,"11006 Highway 14, Delcambre, LA 70528 USA",29.95091,-91.9755
565,"640 Humboldt Ave, Wells, NV 89835 USA",41.10637,-114.974
566,"341 Highway 12 W, Starkville, MS 39759 USA",33.45379,-88.8233
567,"2883 E 60 Hwy, Harned, KY 40144 USA",37.75213,-86.4094
568,"990 E State Road 64, Winslow, IN 47598 USA",38.33966,-87.2593
569,"1106 Caffey Dr, Oxford, AL 36203 USA",33.59721,-85.8697
570,"306 N Main St, Sheridan, MI 48884 USA",43.21568,-85.0727
571,"44 W Industry Dr, Springfield, KY 40069 USA",37.69691,-85.2281
572,"1120 Forrest St, Dyersburg, TN 38024 USA",36.03562,-89.3999
573,"2375 Sharon Blvd, Dora, AL 35062 USA",33.72962,-87.0896
574,"322 E 2nd St, Manchester, OH 45144 USA",38.68753,-83.6053
575,"3417 S Holen Ave, York, NE 68467 USA",40.83041,-97.5949
576,"557 N Sunset Strip St, Kenedy, TX 78119 USA",28.83311,-97.8672
577,"1109 S Jefferies Blvd, Walterboro, SC 29488 USA",32.89239,-80.6795
578,"3171 Highway 70 S, Pierre Part, LA 70339 USA",29.9654,-91.2051
579,"1601 W Lincoln Rd, Kokomo, IN 46902 USA",40.45426,-86.1538
580,"828 S Main St, London, KY 40741 USA",37.12221,-84.0772
581,"102 Hodd Dr, Colby, WI 54421 USA",44.92994,-90.3146
582,"1400 N Baldwin Ave, Marion, IN 46952 USA",40.57778,-85.6697
583,"7790 Moffett Rd, Mobile, AL 36618 USA",30.76247,-88.2251
584,"567 County Road 519, Belvidere, NJ 07823 USA",40.83739,-75.0268
585,"3743 Cummings Hwy, Chattanooga, TN 37419 USA",35.01862,-85.3809
586,"707 Boll Weevil Cir, Enterprise, AL 36330 USA",31.32577,-85.8341
587,"103 Potomac Blvd, Mount Vernon, IL 62864 USA",38.31381,-88.9571
588,"986 Breckenridge Ln, Saint Matthews, KY 40207 USA",38.2324,-85.6398
589,"1 W Main St, Mohawk, NY 13407 USA",43.01106,-75.0047
590,"2535 Crossroads Blvd, Waterloo, IA 50702 USA",42.45829,-92.3237
591,"305 Chesterfield Hwy, Cheraw, SC 29520 USA",34.69186,-79.9062
592,"4621 Tuscarawas St W, Canton, OH 44708 USA",40.79592,-81.4321
593,"100 W Red St, Hattiesburg, MS 39401 USA",31.33916,-89.3021
594,"700 Commerce St, Robert Lee, TX 76945 USA",31.89289,-100.484
595,"8931 US Highway 68 W, Calvert City, KY 42029 USA",37.00342,-88.5069
596,"6301 W Industrial Ave, Midland, TX 79706 USA",31.95294,-102.155
597,"123 Geronimo Trl, Seguin, TX 78155 USA",29.64948,-97.9441
598,"520 N Belair Rd, Evans, GA 30809 USA",33.53649,-82.132
599,"1145 Main St, Onalaska, WI 54650 USA",43.88455,-91.2205
600,"4301 Airline Dr, Metairie, LA 70001 USA",29.9759,-90.1752
601,"6865 Spanish Fort Blvd, Spanish Fort, AL 36527 USA",30.67128,-87.9046
602,"104 19th St NW, Fort Payne, AL 35967 USA",34.45927,-85.7075
603,"1157 Highway 68, Sweetwater, TN 37874 USA",35.60103,-84.5263
604,"3435 Agency St, Burlington, IA 52601 USA",40.81203,-91.1489
605,"4625 S State Road 162, Huntingburg, IN 47542 USA",38.30931,-86.8721
606,"20852 State Route 3, Watertown, NY 13601 USA",43.97371,-75.9567
607,"254 W Water St, Borden, IN 47106 USA",38.46802,-85.9511
608,"610 N Highway 52, Moncks Corner, SC 29461 USA",33.18675,-80.001
609,"210 Mount Rushmore Rd, Custer, SD 57730 USA",43.7647,-103.604
610,"2569 N Saint Helen Rd, Saint Helen, MI 48656 USA",44.37127,-84.4109
611,"2565 S Springfield Ave, Bolivar, MO 65613 USA",37.59032,-93.4022
612,"502 Jackson St, Edwards, MS 39066 USA",32.33739,-90.5991
613,"2880 Brownsville Rd, South Park, PA 15129 USA",40.28787,-79.997
614,"6540 Tn 76, Williston, TN 38076 USA",35.15239,-89.3694
615,"1380 E Napoleon St, Sulphur, LA 70663 USA",30.23719,-93.3625
616,"23607 Highway 59, Porter, TX 77365 USA",30.10545,-95.2352
617,"418 S Main St, Dawson, GA 39842 USA",31.76945,-84.4464
618,"816 S Main St, Morgantown, KY 42261 USA",37.21769,-86.6952
619,"1631 US Highway 31 S, Manistee, MI 49660 USA",44.24577,-86.3188
620,"212 W 5th St, Blue Rapids, KS 66411 USA",39.68261,-96.6625
621,"412 Denver Ave, Alamosa, CO 81101 USA",37.46836,-105.862
622,"440 Lewiston Rd, Grovetown, GA 30813 USA",33.48741,-82.199
623,"5501 Highway 153, Hixson, TN 37343 USA",35.14201,-85.2494
624,"685 Watermark Ct, Neenah, WI 54956 USA",44.23703,-88.4728
625,"1244 E McDevitt Ave, Jackson, MI 49203 USA",42.19739,-84.382
626,"2727 Maryville Rd, Maryville, IL 62062 USA",38.71103,-89.9572
627,"70 Main St, Hudson Falls, NY 12839 USA",43.29697,-73.5845
628,"1896 Georgia St, Alford, FL 32420 USA",30.70206,-85.3909
629,"120 W Clark St, Pinewood, SC 29125 USA",33.74076,-80.4635
630,"3502 Maynardville Hwy, Maynardville, TN 37807 USA",36.24019,-83.8183
631,"717 Piedmont Loop, Statesboro, GA 30458 USA",32.43253,-81.7594
632,"708 S Main St, Sweetwater, TN 37874 USA",35.58972,-84.4708
633,"501 N 6th St, Leesville, LA 71446 USA",31.14709,-93.2646
634,"34 Main St, North Berwick, ME 03906 USA",43.30464,-70.7344
635,"19644 Highway # 43, Mount Vernon, AL 36560 USA",31.1002,-88.0101
636,"4 S Main St, Middleton, MA 01949 USA",42.59473,-71.0147
637,"245 Iowa Ave, Iowa City, IA 52240 USA",41.6611,-91.5321
638,"795 Wilson St, Wetumpka, AL 36092 USA",32.52646,-86.2056
639,"1405 Rees St, Breaux Bridge, LA 70517 USA",30.28492,-91.9069
640,"5099 State Route 30, Greensburg, PA 15601 USA",40.30186,-79.493
641,"201 King Mill Ct, McDonough, GA 30253 USA",33.3999,-84.1464
642,"10030 State Route 159, Kingston, OH 45644 USA",39.4651,-82.9179
643,"407 N Smith Ave, Hebbronville, TX 78361 USA",27.3104,-98.6791
644,"2517 County Road 36, Akron, AL 35441 USA",32.87059,-87.7213
645,"4594 Highway 84, Waynesboro, MS 39367 USA",31.70317,-88.9083
646,"1419 W Noel St, Memphis, TX 79245 USA",34.72462,-100.548
647,"2932 Highway 90 W, Avondale, LA 70094 USA",29.91072,-90.2044
648,"516 E Winthrope Ave, Millen, GA 30442 USA",32.80349,-81.941
649,"11874 US Highway 23 S, Ossineke, MI 49766 USA",44.91706,-83.4385
650,"1807 Highway 63 S, Vienna, MO 65582 USA",38.17579,-91.9479
651,"330 W Idaho Ave, Homedale, ID 83628 USA",43.61799,-116.94
652,"64 Manchester Dr, Windham, ME 04062 USA",43.83835,-70.4493
653,"1315 High St, Sarcoxie, MO 64862 USA",37.07212,-94.1254
654,"516 S Section St, Sullivan, IN 47882 USA",39.08741,-87.4104
655,"2400 Michigan St, Sidney, OH 45365 USA",40.2905,-84.1926
656,"300 State Highway 132 N, Devine, TX 78016 USA",29.14227,-98.904
657,"415 Bloomington Loop, Salyersville, KY 41465 USA",37.80988,-83.1596
658,"11280 W US Highway 36, Losantville, IN 47354 USA",40.02542,-85.1881
659,"950 E Boston St, Covington, LA 70433 USA",30.4772,-90.0866
660,"1106 Verona St, Newellton, LA 71357 USA",32.06997,-91.2544
661,"15831 Staunton Turnpike, Smithville, WV 26137 USA",39.07609,-81.097
662,"117 S Bardstown Rd, Mount Washington, KY 40047 USA",38.04754,-85.5413
663,"6655 N Ridge Rd, Madison, OH 44057 USA",41.80274,-81.0497
664,"136 Thornton Ferry Rd, Hot Springs, AR 71913 USA",34.50229,-93.1259
665,"400 Sam Houston Jones Pkwy, Moss Bluff, LA 70611 USA",30.30097,-93.2025
666,"1946 W Highway 30, Gonzales, LA 70737 USA",30.21116,-90.9422
667,"2512 Kings Center Ct, Mason, OH 45040 USA",39.3564,-84.2626
668,"913 E Hamilton St, Stamford, TX 79553 USA",32.94359,-99.7892
669,"2250 41st St, Moline, IL 61265 USA",41.49061,-90.479
670,"960 Highway 51 N, Covington, TN 38019 USA",35.74142,-89.5552
671,"13 S Walnut St, Cottonwood Falls, KS 66845 USA",38.36927,-96.5384
672,"4717 Highway 50, Leslie, MO 63056 USA",38.419,-91.2341
673,"1104 16, Zapata, TX 78076 USA",26.91762,-99.2546
674,"5229 N Navarro St, Victoria, TX 77904 USA",28.84463,-97.0004
675,"6115 Benton Rd, Paducah, KY 42003 USA",37.00435,-88.5308
676,"1061 Jd and L Dr SW, Jacksonville, AL 36265 USA",33.81371,-85.7614
677,"140 Highway 61 S, Natchez, MS 39120 USA",31.51779,-91.387
678,"4752 Yellowstone Ave, Chubbuck, ID 83202 USA",42.92002,-112.466
679,"10230 Cassle Rd, Denham Springs, LA 70726 USA",30.46913,-90.9157
680,"201 N Church St, Okolona, MS 38860 USA",34.00745,-88.756
681,"5490 Broad St S, Trezevant, TN 38258 USA",36.01056,-88.6229
682,"435 E 3rd St, Superior, NE 68978 USA",40.01824,-98.0671
683,"4480 Liberty Ave, Vermilion, OH 44089 USA",41.42549,-82.3436
684,"709 S Park Dr, Broken Bow, OK 74728 USA",34.01926,-94.7391
685,"602 Elm St, Racine, OH 45771 USA",38.97086,-81.9136
686,"15 Main St, Eldred, PA 16731 USA",41.95301,-78.3849
687,"2007 Fourth St, Jonesville, LA 71343 USA",31.62813,-91.8342
688,"1336 S Locust Ave, Lawrenceburg, TN 38464 USA",35.22456,-87.3351
689,"1401 N Rush Ave, Rush Springs, OK 73082 USA",34.79709,-97.9605
690,"20 W Kings Hwy, Mount Ephraim, NJ 08059 USA",39.88101,-75.0867
691,"4423 Highway 12 SE, Delano, MN 55328 USA",45.04793,-93.7996
692,"732 E Front St, Traverse City, MI 49686 USA",44.76365,-85.6057
693,"201 Zeltman Ave NE, Strasburg, OH 44680 USA",40.6074,-81.5296
694,"612 Maccorkle Ave SW, South Charleston, WV 25303 USA",38.36705,-81.6855
695,"46 N 1st St, Fulton, NY 13069 USA",43.32696,-76.4186
696,"1609 N Thomasville Ave, Pocahontas, AR 72455 USA",36.27236,-90.9757
697,"2500 S Koke Mill Rd, Springfield, IL 62711 USA",39.77044,-89.7147
698,"1300 E 17th Ave, Hutchinson, KS 67501 USA",38.07344,-97.9062
699,"10800 Hebron Rd, Buckeye Lake, OH 43008 USA",39.9402,-82.4807
700,"1923 S Cedar St, Imlay City, MI 48444 USA",43.00916,-83.071
701,"710 Desoto Cv, Horn Lake, MS 38637 USA",34.96325,-90.0031
702,"1540 Strickland Dr, Orange, TX 77630 USA",30.10371,-93.7711
703,"901 N Center Ave, Merrill, WI 54452 USA",45.18811,-89.6826
704,"30 Gap Creek Rd, Bulls Gap, TN 37711 USA",36.22176,-83.0285
705,"209 Northport Ave, Belfast, ME 04915 USA",44.40514,-68.9913
706,"3939 S Lapeer Rd, Metamora, MI 48455 USA",42.94341,-83.3127
707,"512 Avenue G, Kentwood, LA 70444 USA",30.93588,-90.514
708,"2509 Hurst Dr, Mattoon, IL 61938 USA",39.48177,-88.3059
709,"2980 Main St, Newberry, SC 29108 USA",34.28214,-81.5916
710,"360 Summer St, Bristol, NH 03222 USA",43.59765,-71.7269
711,"406 Westview Ln, Stanley, ND 58784 USA",48.3061,-102.4
712,"3543 Saint Matthews Rd, Orangeburg, SC 29118 USA",33.54931,-80.8298
713,"9228 Highway 42, Petal, MS 39465 USA",31.37598,-89.1105
714,"176 White Water Dr, Ocoee, TN 37361 USA",35.13012,-84.7161
715,"1137 E Grand Ave, Rothschild, WI 54474 USA",44.90001,-89.6091
716,"1957 State Highway 80, Edmeston, NY 13335 USA",42.70035,-75.2231
717,"26500 Highway 134, Enterprise, AL 36330 USA",31.29733,-85.7916
718,"2723 W Main St, Salem, VA 24153 USA",37.28203,-80.1071
719,"12178 Columbia St, Blakely, GA 39823 USA",31.37492,-84.9389
720,"630 Southwest St Apt 640, Bellevue, OH 44811 USA",41.2602,-82.8413
721,"903 Market Dr, Emporia, VA 23847 USA",36.70145,-77.5445
722,"2206 Barnes Blvd, Rockford, IL 61112 USA",42.243,-88.9767
723,"4905 Commercial Way, Spring Hill, FL 34606 USA",28.50152,-82.591
